0 0.000264201
0.020772 0.000264201
0.0211339 0.000264201
0.0241971 0.000264201
0.0245528 0.000264201
0.0246339 0.000264201
0.0246639 0.000264201
0.02525 0.000264201
0.0252922 0.000264201
0.025424 0.000264201
0.0255389 0.000264201
0.025671 0.000264201
0.0257239 0.000264201
0.025769 0.000264201
0.025805 0.000264201
0.0258231 0.000264201
0.0258279 0.000264201
0.0258539 0.000264201
0.0259209 0.000264201
0.025923 0.000264201
0.0259349 0.000264201
0.025943 0.000264201
0.025944 0.000264201
0.0259581 0.000264201
0.02596 0.000264201
0.0259621 0.000264201
0.0259769 0.000264201
0.025996 0.000264201
0.0260301 0.000528402
0.0260329 0.000264201
0.0260339 0.000264201
0.026037 0.000264201
0.0260379 0.000264201
0.026041 0.000264201
0.0260451 0.000528402
0.026047 0.000528402
0.0260479 0.000528402
0.0260501 0.000264201
0.026053 0.000528402
0.0260539 0.000792602
0.0260561 0.000528402
0.026057 0.000264201
0.0260582 0.000528402
0.0260589 0.000528402
0.0260601 0.000528402
0.0260611 0.000264201
0.026062 0.0010568
0.026063 0.000528402
0.0260651 0.000264201
0.0260658 0.000528402
0.026067 0.000792602
0.026068 0.000264201
0.0260689 0.000264201
0.0260701 0.000264201
0.0260711 0.000264201
0.026072 0.000528402
0.026073 0.000264201
0.0260739 0.0010568
0.0260758 0.000264201
0.0260768 0.000264201
0.026077 0.0015852
0.026078 0.000264201
0.0260799 0.000792602
0.0260801 0.000528402
0.026082 0.000792602
0.026083 0.000528402
0.0260842 0.000264201
0.0260849 0.000528402
0.0260859 0.000528402
0.0260861 0.000792602
0.0260868 0.000528402
0.026087 0.000528402
0.026088 0.0010568
0.026089 0.0010568
0.0260899 0.000264201
0.0260901 0.000264201
0.0260909 0.000528402
0.0260911 0.0015852
0.0260918 0.000264201
0.026093 0.0010568
0.026094 0.00184941
0.0260949 0.000528402
0.0260952 0.0010568
0.0260959 0.000264201
0.0260961 0.0010568
0.0260968 0.000264201
0.0260971 0.0010568
0.026098 0.001321
0.026099 0.00184941
0.0260992 0.000264201
0.0260999 0.001321
0.0261002 0.000528402
0.0261009 0.000528402
0.0261011 0.000792602
0.0261018 0.000264201
0.0261021 0.00264201
0.026103 0.0015852
0.026104 0.00264201
0.0261049 0.000528402
0.0261052 0.001321
0.0261059 0.00264201
0.0261061 0.000792602
0.0261068 0.000264201
0.0261071 0.00237781
0.026108 0.00396301
0.026109 0.00501982
0.0261092 0.000264201
0.0261099 0.00237781
0.0261102 0.000528402
0.0261109 0.0015852
0.0261111 0.00211361
0.0261118 0.000528402
0.0261121 0.00290621
0.0261128 0.000528402
0.026113 0.00422721
0.026114 0.00475561
0.0261142 0.000528402
0.0261149 0.00290621
0.0261152 0.00184941
0.0261159 0.00343461
0.0261161 0.00211361
0.0261168 0.00211361
0.0261171 0.00449141
0.0261178 0.00184941
0.026118 0.00581242
0.026119 0.00871863
0.0261192 0.000264201
0.0261199 0.00792602
0.0261202 0.000528402
0.0261209 0.00449141
0.0261211 0.00317041
0.0261219 0.00264201
0.0261221 0.00422721
0.0261228 0.0015852
0.026123 0.00845443
0.026124 0.00607662
0.026125 0.00554822
0.0261252 0.00184941
0.0261259 0.00713342
0.0261261 0.0015852
0.0261269 0.00528402
0.0261271 0.00422721
0.0261278 0.00211361
0.0261281 0.00766182
0.0261288 0.000264201
0.026129 0.0161162
0.02613 0.011889
0.0261302 0.00211361
0.0261309 0.00924703
0.0261312 0.00660502
0.0261319 0.00422721
0.0261321 0.00766182
0.0261328 0.00317041
0.0261331 0.0100396
0.0261338 0.00184941
0.026134 0.015852
0.026135 0.0137384
0.0261352 0.0010568
0.0261359 0.011889
0.0261362 0.00660502
0.0261369 0.00924703
0.0261371 0.0108322
0.0261378 0.00766182
0.0261381 0.0177015
0.0261388 0.00317041
0.026139 0.0285337
0.02614 0.0314399
0.0261402 0.00264201
0.0261409 0.0187583
0.0261412 0.00713342
0.0261419 0.01321
0.0261421 0.014531
0.0261428 0.00475561
0.0261431 0.0142668
0.0261438 0.00290621
