73	7338	53
479	48883	49714
75	42953	53
79	51848	53
85	64131	53
89	53	7338
84	9438	53
272	53	42953
279	53	51848
75	31734	53
75	59540	53
162	53	64131
75	23793	53
161	53	9438
139	53	59540
251	53	31734
139	53	23793
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
71	64440	53
479	48883	49714
138	53	64440
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
81	52090	53
480	48883	49714
158	53	52090
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
84	23475	53
304	53	23475
479	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
480	48883	49714
78	53519	53
75	4191	53
76	51452	53
141	53	53519
216	53	51452
82	38895	53
75	30422	53
130	53	4191
81	40224	53
480	48883	49714
158	53	40224
81	37626	53
146	53	30422
71	16128	53
480	48883	49714
135	53	16128
71	23310	53
170	53	23310
75	52526	53
123	53	52526
71	17729	53
158	53	37626
71	35599	53
87	53	35599
76	40338	53
480	48883	49714
112	53	40338
70	62230	53
86	53	62230
70	46135	53
111	53	46135
72	60718	53
87	53	17729
78	10192	53
480	48883	49714
116	53	10192
71	21918	53
109	53	21918
81	61558	53
480	48883	49714
98	53	38895
73	46390	53
480	48883	49714
111	53	61558
71	13104	53
87	53	13104
87	25340	53
480	48883	49714
109	53	60718
77	12822	53
480	48883	49714
480	48883	49714
89	53	46390
75	22916	53
285	53	22916
76	27800	53
92	53	27800
480	48883	49714
