74	45719	80
60	80	45719
54	45719	80
486	45719	80
60	80	45719
530	80	45719
54	45719	80
74	53600	80
60	80	53600
54	53600	80
501	53600	80
60	80	53600
1325	80	53600
54	53600	80
74	59583	80
60	80	59583
54	59583	80
531	59583	80
60	80	59583
1514	80	59583
54	59583	80
1430	80	59583
54	59583	80
1514	80	59583
54	59583	80
1514	80	59583
54	59583	80
138	80	59583
54	59583	80
1514	80	59583
54	59583	80
1514	80	59583
54	59583	80
1514	80	59583
54	59583	80
1514	80	59583
54	59583	80
1136	80	59583
54	59583	80
1472	80	59583
54	59583	80
702	80	59583
54	59583	80
74	57435	80
74	59585	80
60	80	57435
54	57435	80
559	57435	80
60	80	57435
1514	80	57435
54	57435	80
1430	80	57435
54	57435	80
1514	80	57435
54	57435	80
1514	80	57435
54	57435	80
1514	80	57435
54	57435	80
1514	80	57435
54	57435	80
1490	80	57435
54	57435	80
60	80	59585
54	59585	80
778	59585	80
60	80	59585
1514	80	59585
54	59585	80
1430	80	59585
54	59585	80
1514	80	59585
54	59585	80
1430	80	59585
54	59585	80
1514	80	59585
54	59585	80
1430	80	59585
54	59585	80
1472	80	59585
54	59585	80
1514	80	59585
54	59585	80
1514	80	59585
54	59585	80
1388	80	59585
54	59585	80
1514	80	59585
54	59585	80
1430	80	59585
54	59585	80
1514	80	59585
54	59585	80
341	80	59585
54	59585	80
1514	80	59583
54	59583	80
1514	80	59583
54	59583	80
1388	80	59583
54	59583	80
1013	80	59583
54	59583	80
74	38328	80
60	80	38328
54	38328	80
626	38328	80
60	80	38328
1514	80	38328
54	38328	80
1175	80	38328
54	38328	80
74	34089	80
60	80	34089
54	34089	80
468	34089	80
60	80	34089
696	80	34089
54	34089	80
827	59585	80
60	80	59585
440	34089	80
60	80	34089
740	80	34089
1514	80	59585
54	59585	80
1514	80	59585
54	59585	80
1388	80	59585
1472	80	59585
1472	80	59585
54	59585	80
54	59585	80
54	59585	80
1514	80	59585
1514	80	59585
1388	80	59585
54	59585	80
1514	80	59585
54	59585	80
1430	80	59585
1472	80	59585
1514	80	59585
1430	80	59585
1514	80	59585
1430	80	59585
54	59585	80
54	34089	80
1514	80	59585
1514	80	59585
54	59585	80
1388	80	59585
1514	80	59585
1430	80	59585
1472	80	59585
1472	80	59585
1514	80	59585
1430	80	59585
1472	80	59585
54	59585	80
1514	80	59585
1430	80	59585
1514	80	59585
1514	80	59585
1388	80	59585
1514	80	59585
1430	80	59585
1514	80	59585
1430	80	59585
1514	80	59585
1430	80	59585
1472	80	59585
54	59585	80
1514	80	59585
1514	80	59585
54	59585	80
1388	80	59585
1514	80	59585
1123	80	59585
54	59585	80
74	36468	80
60	80	36468
54	36468	80
464	36468	80
60	80	36468
643	80	36468
54	36468	80
74	43266	80
60	80	43266
54	43266	80
773	43266	80
60	80	43266
194	80	43266
54	43266	80
617	59583	80
60	80	59583
550	57435	80
60	80	57435
74	51248	80
1435	80	59583
54	59583	80
60	80	51248
54	51248	80
440	51248	80
60	80	51248
1514	80	57435
54	57435	80
1430	80	57435
54	57435	80
1514	80	57435
54	57435	80
1430	80	57435
