12.14.4.254 34986
66.192.174.206 3881
89.111.170.236 3785
58.0.213.157 3076
11.80.183.30 1273
36.173.217.43 1046
121.204.81.199 983
30.123.185.189 666
60.205.27.221 664
85.135.176.238 619
