66.192.174.206 23098523
11.80.183.30 6918040
121.204.81.199 4344112
126.11.165.241 3245100
58.0.213.157 3232149
30.123.185.189 3193577
33.91.43.101 3009353
36.173.217.43 2730262
85.135.176.238 2473818
12.14.4.254 1025537
