64324,284,1
13766,279,1
33768,135,1
2828,219,1
58587,264,1
8365,162,1
17113,89,1
60069,158,1
34718,160,1
3720,120,1
37122,92,1
56088,96,1
2006,134,1
31521,99,1
49948,127,1
32155,226,1
17107,89,1
52164,92,1
40219,131,1
45108,120,1
21852,118,1
48413,168,1
5305,99,1
30715,92,1
51373,278,1
12983,141,1
21781,244,1
16309,275,1
14567,157,1
4198,129,1
20982,158,1
59546,92,1
59704,108,1
19377,92,1
13104,87,1
21918,109,1
51452,216,1
39617,137,1
33864,170,1
21926,141,1
12069,87,1
43454,275,1
62743,162,1
42806,93,1
51439,92,1
2009,97,1
48329,170,1
12978,158,1
5993,183,1
6028,90,1
16318,260,1
13034,112,1
46003,105,1
46595,134,1
29055,173,1
5315,99,1
22740,92,1
23454,171,1
46840,168,1
6779,136,1
7000,95,1
51297,86,1
20171,129,1
19704,139,1
2026,175,1
15607,144,1
25954,92,1
41881,95,1
44501,134,1
53127,132,1
20323,83,1
65302,183,1
24176,94,1
16421,158,1
36265,121,1
64360,284,1
53878,94,1
2857,252,1
63482,284,1
17207,94,1
62683,190,1
56347,105,1
35546,186,1
21044,175,1
30901,115,1
58781,92,1
47643,84,1
10742,105,1
26756,108,1
47722,153,1
64282,95,1
58025,186,1
38687,279,1
25799,168,1
64440,138,1
8468,127,1
34020,94,1
23710,318,1
29312,184,1
7906,160,1
8712,170,1
38932,101,1
26678,90,1
26908,144,1
39573,129,1
27800,92,1
10586,88,1
5501,88,1
42684,161,1
21869,162,1
59820,172,1
57978,91,1
46846,111,1
41070,105,1
17310,92,1
40344,162,1
9434,123,1
2961,136,1
52512,140,1
24339,101,1
52505,199,1
7021,89,1
31539,115,1
49165,177,1
56437,106,1
59814,128,1
23475,304,1
19567,279,1
45090,142,1
64451,186,1
22914,95,1
10595,108,1
21214,101,1
37163,95,1
31482,88,1
24189,114,1
40338,112,1
52277,183,1
24427,179,1
29309,99,1
12194,121,1
22915,184,1
1414,160,1
30907,251,1
10906,170,1
61162,166,1
65403,177,1
47649,94,1
17091,254,1
22693,142,1
22916,285,1
13139,160,1
29095,129,1
29325,110,1
27576,272,1
51810,134,1
17401,285,1
15494,173,1
43811,97,1
26034,173,1
2958,141,1
59003,281,1
63806,127,1
42926,90,1
9438,161,1
59675,142,1
54944,88,1
48701,134,1
61092,127,1
7934,208,1
21304,155,1
29326,86,1
33077,122,1
2230,93,1
64449,160,1
62036,170,1
47666,85,1
57191,89,1
5515,87,1
6236,227,1
42936,90,1
24446,92,1
52526,123,1
32374,162,1
45413,251,1
56617,175,1
2161,109,1
55818,185,1
38949,200,1
3847,147,1
8000,190,2
16390,155,1
51728,201,1
61332,168,1
3040,128,1
36616,174,1
10696,130,1
61326,174,1
60527,216,1
1507,147,1
38892,91,1
57510,109,1
22929,131,1
25340,103,1
31734,251,1
52615,112,1
14880,233,1
34882,98,1
65259,154,1
34053,168,1
62869,96,1
50202,241,1
52385,92,1
46135,111,1
42953,272,1
25342,285,1
37424,290,1
32700,117,1
9545,191,1
25421,96,1
29281,197,1
46215,207,1
62134,92,1
11649,177,1
21325,130,1
39023,164,1
13319,174,1
3122,170,1
43761,189,1
29361,239,1
18064,105,1
38895,98,1
11585,147,1
49515,162,1
16467,110,1
42970,187,1
38304,172,1
41999,113,1
36483,110,1
47759,154,1
28635,128,1
11750,135,1
54066,162,1
48494,160,1
37513,184,1
39104,86,1
20456,170,1
11001,93,1
6185,89,1
59791,279,1
5630,92,1
43598,92,1
62230,86,1
35599,87,1
32560,89,1
31747,182,1
27766,126,1
9800,108,1
30962,154,1
55767,129,1
30140,121,1
11831,164,1
58092,110,1
39783,166,1
20550,276,1
55860,121,1
41338,275,1
45507,86,1
48582,127,1
34152,155,1
36644,287,1
12394,129,1
42980,92,1
36638,254,1
60398,163,1
34968,316,1
39114,188,1
25441,151,1
53507,141,1
45292,102,1
54069,152,1
13266,177,1
40396,141,1
57526,160,1
49527,160,1
51016,92,1
47943,140,1
35926,92,1
26155,92,1
59960,94,1
43782,95,1
10885,104,1
59053,95,1
12469,97,1
7990,101,1
60493,135,1
46994,92,1
53,46391,591
12398,135,1
40650,181,1
31773,99,1
25293,257,1
13355,153,1
50312,91,1
48737,98,1
51768,97,1
29390,89,1
38088,207,1
4765,113,1
3073,161,1
49702,186,1
61524,128,1
15862,93,1
40716,148,1
10966,95,1
39961,105,1
48831,106,1
35028,92,1
6436,92,1
7077,92,1
60718,109,1
51848,279,1
47875,148,1
39054,89,1
31775,99,1
16813,181,1
47132,112,1
2196,279,1
18996,214,1
19038,174,1
28816,88,1
28593,92,1
56594,92,1
53519,141,1
16807,92,1
57387,138,1
8786,107,1
45391,120,1
11853,92,1
11695,91,1
44901,93,1
40488,92,1
21437,128,1
42173,173,1
52499,247,1
6525,89,1
10082,135,1
61376,96,1
30978,112,1
55876,126,1
37379,188,1
17622,116,1
57619,139,1
33455,86,1
52586,149,1
37624,131,1
61391,110,1
28754,149,1
54270,116,1
4120,172,1
14166,126,1
23793,139,1
49714,1816645,3785
9003,144,1
44681,165,1
36754,100,1
53458,91,1
12813,90,1
58433,139,1
14340,166,1
7097,150,1
8133,88,1
