52760,142,1
6621,151,1
63878,129,1
31037,97,1
20734,130,1
63892,93,1
37626,158,1
50169,169,1
45561,142,1
2604,97,1
27129,159,1
9920,92,1
24746,195,1
18424,86,1
7414,92,1
12822,93,1
15891,137,1
37398,172,1
32595,95,1
51062,90,1
5910,157,1
60754,91,1
64693,98,1
29557,249,1
48853,92,1
48103,92,1
63230,92,1
59308,169,1
40681,276,1
23127,129,1
64694,163,1
44764,98,1
59229,232,1
35223,134,1
60669,141,1
64925,394,1
59987,235,1
20745,89,1
23049,138,1
35981,147,1
61469,105,1
54513,92,1
55082,92,1
7338,89,1
39979,127,1
12761,270,1
3270,164,1
24014,246,1
4884,171,1
22179,169,1
11047,92,1
30422,146,1
27076,176,1
32850,135,1
45652,153,1
56034,160,1
52023,151,1
41490,87,1
53638,135,1
39245,183,1
3193,203,1
25486,168,1
61486,89,1
12020,156,1
63985,132,1
43312,91,1
64784,108,1
61558,111,1
10192,116,1
23310,170,1
24781,131,1
29742,93,1
57592,173,1
25580,92,1
61652,92,1
46540,170,1
63093,284,1
59263,205,1
25811,156,1
50507,92,1
57586,133,1
31153,110,1
19238,90,1
35079,139,1
51084,90,1
49911,99,1
29658,205,1
49904,93,1
11981,103,1
60033,124,1
46390,89,1
13559,154,1
61806,99,1
9108,97,1
56947,251,1
45729,167,1
22508,197,1
60777,104,1
30600,128,1
33805,113,1
18527,92,1
64131,162,1
56140,180,1
51330,127,1
37817,150,1
14438,149,1
16115,169,1
54298,95,1
30357,138,1
46550,116,1
17729,87,1
7382,173,1
55328,100,1
61499,106,1
42612,161,1
43318,151,1
4899,108,1
13812,187,1
5027,96,1
34449,130,1
5035,461,2
38395,89,1
7527,134,1
62550,128,1
63249,118,1
25830,153,1
36119,141,1
8412,278,1
43319,130,1
23166,138,1
18631,103,1
56301,156,1
26551,170,1
5786,90,1
11171,92,1
63409,281,1
46547,164,1
45920,96,1
56151,110,1
25595,287,1
7701,92,1
58492,92,1
35178,92,1
20107,94,1
62618,104,1
5881,120,1
31182,174,1
39276,279,1
15177,155,1
35423,98,1
61754,102,1
58652,162,1
64224,121,1
5789,141,1
1785,195,1
9064,85,1
6904,121,1
3462,89,1
1028,156,1
2821,289,1
48976,123,1
32876,168,1
16128,135,1
51337,120,1
35281,105,1
34475,94,1
49862,184,1
36145,236,1
13911,94,1
12039,251,1
53922,88,1
12132,90,1
22465,172,1
46723,276,1
14632,145,1
60136,150,1
50625,86,1
45016,127,1
8281,138,1
44080,134,1
27506,195,1
20796,102,1
1952,166,1
64147,108,1
56320,135,1
50395,152,1
58719,176,1
10621,93,1
59460,135,1
4191,130,1
61923,176,1
8282,95,1
16967,97,1
8196,240,1
7490,111,1
30459,108,1
20876,91,1
59540,139,1
42707,145,1
26644,238,1
52153,279,1
13677,181,1
4179,251,1
47517,279,1
58822,236,1
61846,160,1
42492,117,1
6844,304,1
32974,139,1
25031,89,1
38806,86,1
27509,98,1
19610,89,1
24153,111,1
64164,89,1
53025,92,1
57952,148,1
27452,172,1
12973,156,1
11259,148,1
40224,158,1
52090,158,1
