12.14.4.254 50345203
58.0.213.157 2851775
89.111.170.236 1816645
66.192.174.206 249160
60.205.27.221 115206
11.80.183.30 79229
101.20.21.195 76301
36.173.217.43 70017
121.204.81.199 59576
30.123.185.189 47886
