64324,81,1
13766,79,1
33768,71,1
2828,71,1
58587,78,1
8365,77,1
17113,73,1
60069,84,1
34718,87,1
3720,75,1
37122,76,1
56088,80,1
2006,75,1
31521,83,1
49948,77,1
32155,72,1
17107,73,1
52164,76,1
40219,73,1
45108,74,1
21852,84,1
48413,73,1
5305,83,1
30715,76,1
51373,83,1
12983,77,1
21781,77,1
16309,78,1
14567,81,1
4198,79,1
20982,73,1
59546,76,1
59704,92,1
19377,76,1
13104,71,1
21918,71,1
51452,76,1
39617,84,1
33864,74,1
21926,91,1
12069,71,1
43454,78,1
62743,80,1
42806,77,1
51439,76,1
2009,81,1
48329,84,1
12978,84,1
5993,75,1
6028,74,1
16318,76,1
13034,82,1
46003,75,1
46595,82,1
29055,85,1
5315,83,1
22740,76,1
23454,75,1
46840,71,1
6779,74,1
7000,79,1
51297,70,1
20171,77,1
19704,75,1
2026,76,1
15607,85,1
25954,76,1
41881,79,1
44501,84,1
53127,88,1
20323,67,1
65302,72,1
24176,78,1
16421,78,1
36265,77,1
64360,73,1
53878,78,1
2857,76,1
63482,80,1
17207,78,1
62683,88,1
56347,89,1
35546,86,1
21044,79,1
30901,83,1
58781,76,1
47643,68,1
10742,89,1
26756,76,1
47722,80,1
64282,79,1
58025,84,1
38687,79,1
25799,72,1
64440,71,1
8468,77,1
34020,78,1
23710,86,1
29312,82,1
7906,74,1
8712,78,1
38932,85,1
26678,74,1
26908,84,1
39573,79,1
27800,76,1
10586,72,1
5501,72,1
42684,76,1
21869,77,1
59820,74,1
57978,75,1
46846,70,1
41070,75,1
17310,76,1
40344,85,1
9434,69,1
2961,72,1
52512,86,1
24339,85,1
52505,85,1
7021,73,1
31539,83,1
49165,88,1
56437,90,1
59814,73,1
23475,84,1
19567,71,1
45090,67,1
64451,79,1
10595,78,1
22914,79,1
21214,85,1
37163,79,1
31482,72,1
24189,82,1
40338,76,1
52277,75,1
24427,75,1
29309,83,1
12194,91,1
22915,82,1
1414,74,1
